File,Total Reads,Reads Matched,% Matched,Reads Mapped,% Mapped,Unique Insertion Sites : ENA|U00096|U00096.3,Seq Len/UIS : ENA|U00096|U00096.3,Total Unique Insertion Sites,Total Seq Len/Total UIS
wt40q.fastqsanger,10036022,10036022,100,7924122,78.9568018085253,37851,122.62957385538,37851,122.62957385538
