File,Total Reads,Reads Matched,% Matched,Reads Mapped,% Mapped,Unique Insertion Sites : ENA|U00096|U00096.3,Seq Len/UIS : ENA|U00096|U00096.3,Total Unique Insertion Sites,Total Seq Len/Total UIS
recqrecg40.fastqsanger,7545141,7545141,100,5383889,71.3557109138186,39330,118.018103229087,39330,118.018103229087
