File,Total Reads,Reads Matched,% Matched,Reads Mapped,% Mapped,Unique Insertion Sites : ENA|U00096|U00096.3,Seq Len/UIS : ENA|U00096|U00096.3,Total Unique Insertion Sites,Total Seq Len/Total UIS
recq40.fastqsanger,10611182,10611182,100,7743303,72.9730486198427,45621,101.743758356897,45621,101.743758356897
